dataset,filename,severity,spatial_score,global_cast_score,mean_delta_e,input_path,gt_path
LSUI,1032.jpg,Severe,11.095913887023926,18.455320358276367,19.56183624267578,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1032.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1032.jpg
LSUI,1033.jpg,Severe,14.224822998046875,45.43349838256836,47.94069290161133,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1033.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1033.jpg
LSUI,1034.jpg,Severe,8.42292308807373,39.204345703125,39.95400619506836,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1034.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1034.jpg
LSUI,1035.jpg,Severe,8.928252220153809,34.2708854675293,35.34771728515625,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1035.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1035.jpg
LSUI,1036.jpg,Severe,12.21895980834961,39.635948181152344,41.03631591796875,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1036.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1036.jpg
LSUI,1037.jpg,Severe,9.986603736877441,50.007808685302734,50.625244140625,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1037.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1037.jpg
LSUI,1038.jpg,Severe,8.342193603515625,30.95816421508789,32.348262786865234,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1038.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1038.jpg
LSUI,1039.jpg,Severe,10.76252555847168,35.441219329833984,37.44774627685547,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1039.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1039.jpg
LSUI,1040.jpg,Severe,15.389419555664062,30.34375,34.61857604980469,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1040.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1040.jpg
LSUI,1041.jpg,Severe,9.307476997375488,40.365543365478516,41.78306198120117,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1041.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1041.jpg
LSUI,1042.jpg,Severe,10.4321928024292,16.509315490722656,18.978750228881836,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1042.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1042.jpg
LSUI,1043.jpg,Severe,15.28622817993164,21.039535522460938,26.1638126373291,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1043.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1043.jpg
LSUI,1044.jpg,Severe,13.24581527709961,45.11891555786133,47.24856185913086,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1044.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1044.jpg
LSUI,1045.jpg,Severe,11.9325532913208,48.72854995727539,50.27096939086914,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1045.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1045.jpg
LSUI,1046.jpg,Severe,8.529540061950684,34.62567901611328,35.969539642333984,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1046.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1046.jpg
LSUI,1047.jpg,Severe,9.319185256958008,39.77479553222656,41.46136474609375,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1047.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1047.jpg
LSUI,1048.jpg,Severe,10.945640563964844,35.86553955078125,38.014991760253906,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1048.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1048.jpg
LSUI,1049.jpg,Severe,11.599751472473145,33.45625305175781,36.1732063293457,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1049.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1049.jpg
LSUI,1050.jpg,Severe,11.39426326751709,36.33491897583008,38.75255584716797,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1050.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1050.jpg
LSUI,1051.jpg,Severe,8.882035255432129,38.49631881713867,39.71445083618164,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1051.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1051.jpg
LSUI,1052.jpg,Severe,9.874735832214355,14.825989723205566,17.268569946289062,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1052.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1052.jpg
LSUI,1053.jpg,Severe,9.193693161010742,34.98691177368164,36.85626983642578,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1053.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1053.jpg
LSUI,1054.jpg,Severe,17.497846603393555,39.29616165161133,42.77522277832031,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1054.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1054.jpg
LSUI,1055.jpg,Severe,16.95595359802246,32.95977020263672,36.50461196899414,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1055.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1055.jpg
LSUI,1056.jpg,Severe,14.39078140258789,37.937767028808594,40.96055603027344,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1056.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1056.jpg
LSUI,1057.jpg,Severe,11.102214813232422,30.648487091064453,32.20470428466797,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1057.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1057.jpg
LSUI,1058.jpg,Severe,8.180667877197266,38.81855773925781,40.342041015625,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1058.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1058.jpg
LSUI,1059.jpg,Severe,9.671137809753418,39.07955551147461,40.21510314941406,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1059.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1059.jpg
LSUI,1060.jpg,Severe,9.156241416931152,41.97179412841797,43.41181945800781,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1060.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1060.jpg
LSUI,1061.jpg,Severe,8.492815971374512,31.455257415771484,33.55693435668945,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1061.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1061.jpg
LSUI,1062.jpg,Severe,14.990007400512695,50.11551284790039,52.53384017944336,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1062.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1062.jpg
LSUI,1063.jpg,Severe,9.300361633300781,15.591351509094238,18.03594970703125,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1063.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1063.jpg
LSUI,1064.jpg,Severe,9.957357406616211,32.19169235229492,33.31564712524414,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1064.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1064.jpg
LSUI,1065.jpg,Severe,11.5858154296875,36.63951873779297,38.64069366455078,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1065.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1065.jpg
LSUI,1066.jpg,Severe,13.03178882598877,33.0444221496582,36.23820877075195,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1066.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1066.jpg
LSUI,1067.jpg,Severe,11.098316192626953,41.310482025146484,42.5949821472168,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1067.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1067.jpg
LSUI,1068.jpg,Severe,9.01012897491455,40.047096252441406,41.54296112060547,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1068.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1068.jpg
LSUI,1069.jpg,Severe,14.313860893249512,41.86101531982422,43.60197067260742,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1069.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1069.jpg
LSUI,1070.jpg,Severe,16.898727416992188,45.58761215209961,48.922950744628906,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1070.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1070.jpg
LSUI,1071.jpg,Severe,11.72704029083252,40.371150970458984,42.774417877197266,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1071.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1071.jpg
LSUI,1073.jpg,Moderate,6.434833526611328,32.153099060058594,32.95111846923828,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1073.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1073.jpg
LSUI,1074.jpg,Severe,9.694554328918457,15.273945808410645,18.025779724121094,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1074.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1074.jpg
LSUI,1075.jpg,Severe,14.316319465637207,39.44364929199219,41.46499252319336,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1075.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1075.jpg
LSUI,1076.jpg,Severe,14.258034706115723,22.90653419494629,27.063255310058594,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1076.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1076.jpg
LSUI,1077.jpg,Severe,12.88747501373291,46.03304672241211,48.15785598754883,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1077.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1077.jpg
LSUI,1078.jpg,Severe,8.578476905822754,31.585378646850586,33.15019989013672,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1078.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1078.jpg
LSUI,1079.jpg,Severe,8.91808795928955,38.035316467285156,39.684608459472656,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1079.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1079.jpg
LSUI,1080.jpg,Severe,11.764720916748047,38.90732955932617,40.91781997680664,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1080.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1080.jpg
LSUI,1081.jpg,Moderate,7.964229583740234,37.956905364990234,39.31587219238281,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1081.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1081.jpg
LSUI,1082.jpg,Severe,9.633940696716309,45.33721923828125,46.44208526611328,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1082.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1082.jpg
LSUI,1083.jpg,Severe,11.276688575744629,34.135589599609375,35.89490509033203,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1083.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1083.jpg
LSUI,1084.jpg,Moderate,6.745906352996826,24.896806716918945,26.164276123046875,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1084.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1084.jpg
LSUI,1085.jpg,Severe,8.820292472839355,16.25767707824707,18.613971710205078,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1085.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1085.jpg
LSUI,1086.jpg,Severe,9.826800346374512,39.74469757080078,40.61504364013672,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1086.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1086.jpg
LSUI,1087.jpg,Severe,8.055521965026855,36.38730239868164,37.84134292602539,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1087.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1087.jpg
LSUI,1088.jpg,Severe,10.020828247070312,41.60477066040039,42.97671890258789,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1088.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1088.jpg
LSUI,1089.jpg,Moderate,6.289600372314453,35.351097106933594,36.02186584472656,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1089.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1089.jpg
LSUI,1090.jpg,Severe,9.233338356018066,41.5366096496582,43.090396881103516,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1090.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1090.jpg
LSUI,1091.jpg,Severe,11.000083923339844,36.96697998046875,38.760154724121094,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1091.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1091.jpg
LSUI,1092.jpg,Severe,8.484169960021973,40.82283020019531,42.001075744628906,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1092.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1092.jpg
LSUI,1093.jpg,Severe,12.297674179077148,44.85295104980469,46.741390228271484,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1093.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1093.jpg
LSUI,1094.jpg,Severe,15.020186424255371,45.13489532470703,46.94710922241211,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1094.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1094.jpg
LSUI,1095.jpg,Severe,14.976028442382812,42.24430465698242,43.756107330322266,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1095.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1095.jpg
LSUI,1096.jpg,Severe,10.036701202392578,72.30831146240234,72.93402099609375,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1096.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1096.jpg
LSUI,1097.jpg,Severe,13.85792350769043,68.3340072631836,69.26438903808594,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1097.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1097.jpg
LSUI,1098.jpg,Severe,8.973388671875,16.146934509277344,18.631561279296875,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1098.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1098.jpg
LSUI,1099.jpg,Severe,16.471309661865234,38.677696228027344,42.13994216918945,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1099.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1099.jpg
LSUI,1100.jpg,Severe,10.717791557312012,42.98571014404297,44.555274963378906,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1100.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1100.jpg
LSUI,1101.jpg,Severe,15.97422981262207,43.22657012939453,45.74047088623047,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1101.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1101.jpg
LSUI,1102.jpg,Severe,9.014772415161133,34.86256790161133,35.830257415771484,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1102.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1102.jpg
LSUI,1103.jpg,Severe,17.73687171936035,35.5275993347168,38.87221908569336,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1103.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1103.jpg
LSUI,1104.jpg,Moderate,6.9973907470703125,19.5196475982666,21.20606803894043,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1104.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1104.jpg
LSUI,1105.jpg,Severe,17.95114517211914,58.4929084777832,60.40278625488281,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1105.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1105.jpg
LSUI,1106.jpg,Severe,9.203167915344238,37.917476654052734,40.00394821166992,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1106.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1106.jpg
LSUI,1107.jpg,Severe,12.34524154663086,26.695371627807617,29.022544860839844,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1107.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1107.jpg
LSUI,1972.jpg,Severe,10.371243476867676,16.791391372680664,18.950035095214844,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1972.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1972.jpg
LSUI,1973.jpg,Severe,12.938807487487793,16.736581802368164,22.07301139831543,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1973.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1973.jpg
LSUI,1974.jpg,Moderate,6.851105213165283,17.732860565185547,18.716039657592773,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1974.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1974.jpg
LSUI,1975.jpg,Moderate,6.623046398162842,18.474422454833984,19.45696258544922,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1975.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1975.jpg
LSUI,1976.jpg,Moderate,6.909337043762207,18.222335815429688,19.295236587524414,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1976.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1976.jpg
LSUI,1977.jpg,Moderate,6.973062515258789,19.578418731689453,20.610727310180664,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1977.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1977.jpg
LSUI,1978.jpg,Moderate,7.446934700012207,8.47503662109375,10.774200439453125,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1978.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1978.jpg
LSUI,1979.jpg,Moderate,7.1666154861450195,15.863531112670898,18.38116455078125,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1979.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1979.jpg
LSUI,1980.jpg,Severe,12.247267723083496,29.046096801757812,31.531517028808594,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1980.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1980.jpg
LSUI,1981.jpg,Moderate,6.7912726402282715,19.4251766204834,20.45854949951172,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1981.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1981.jpg
LSUI,1982.jpg,Moderate,6.249683856964111,16.11026382446289,16.97123908996582,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1982.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1982.jpg
LSUI,1983.jpg,Moderate,6.378152847290039,17.857309341430664,18.8680419921875,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1983.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1983.jpg
LSUI,1984.jpg,Moderate,6.938452243804932,19.41394805908203,20.50271987915039,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1984.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1984.jpg
LSUI,1985.jpg,Moderate,7.097827911376953,19.829431533813477,20.94048309326172,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1985.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1985.jpg
LSUI,1986.jpg,Moderate,6.673890113830566,19.39165687561035,21.11292266845703,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1986.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1986.jpg
LSUI,1987.jpg,Moderate,7.192117214202881,21.63285255432129,23.44083023071289,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1987.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1987.jpg
LSUI,1988.jpg,Moderate,7.581284999847412,24.603973388671875,26.26738166809082,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1988.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1988.jpg
LSUI,1989.jpg,Moderate,6.774649143218994,25.165176391601562,26.608699798583984,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1989.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1989.jpg
LSUI,1990.jpg,Moderate,7.677318096160889,25.577356338500977,27.168092727661133,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1990.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1990.jpg
LSUI,1991.jpg,Moderate,7.336479663848877,12.497566223144531,14.013568878173828,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1991.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1991.jpg
LSUI,1992.jpg,Mild,4.59491491317749,12.248366355895996,13.185554504394531,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1992.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1992.jpg
LSUI,1993.jpg,Mild,5.188826560974121,11.851181983947754,12.434783935546875,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1993.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1993.jpg
LSUI,1994.jpg,Mild,4.045263767242432,29.293432235717773,29.551000595092773,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1994.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1994.jpg
LSUI,1995.jpg,Moderate,6.421187877655029,10.30527400970459,11.883284568786621,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1995.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1995.jpg
LSUI,1996.jpg,Mild,4.179454803466797,18.310749053955078,19.041568756103516,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1996.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1996.jpg
LSUI,1997.jpg,Mild,5.75104284286499,14.524674415588379,16.4969539642334,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/1997.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/1997.jpg
LSUI,2038.jpg,Mild,2.8937532901763916,12.703482627868652,13.591084480285645,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2038.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2038.jpg
LSUI,2039.jpg,Moderate,7.585187911987305,13.593914031982422,15.193645477294922,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2039.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2039.jpg
LSUI,2040.jpg,Moderate,6.0131635665893555,12.095958709716797,13.228403091430664,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2040.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2040.jpg
LSUI,2041.jpg,Moderate,7.742232322692871,7.764236927032471,9.190336227416992,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2041.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2041.jpg
LSUI,2042.jpg,Severe,8.004947662353516,15.139623641967773,16.23211669921875,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2042.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2042.jpg
LSUI,2043.jpg,Moderate,6.926506996154785,10.600703239440918,11.764456748962402,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2043.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2043.jpg
LSUI,2044.jpg,Mild,3.4508562088012695,22.06124496459961,22.896745681762695,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2044.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2044.jpg
LSUI,2045.jpg,Severe,12.02767276763916,34.16779708862305,35.62029266357422,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/input/2045.jpg,/data2/users/zhangxu/ISP/6_UIR/Datasets/LSUI/test/GT/2045.jpg
